,utt,label,wavfile
27,AESRC2020-AMERICAN-ACCENT-G00022-G00022S1259,0,AESRC2020-TESTSET-11437.wav
28,AESRC2020-AMERICAN-ACCENT-G00022-G00022S1260,0,AESRC2020-TESTSET-10191.wav
29,AESRC2020-AMERICAN-ACCENT-G00022-G00022S2414,0,AESRC2020-TESTSET-15976.wav
30,AESRC2020-AMERICAN-ACCENT-G00022-G00022S2415,0,AESRC2020-TESTSET-17167.wav
31,AESRC2020-AMERICAN-ACCENT-G00022-G00022S3425,0,AESRC2020-TESTSET-11896.wav
32,AESRC2020-AMERICAN-ACCENT-G00026-G00026S1259,0,AESRC2020-TESTSET-02826.wav
33,AESRC2020-AMERICAN-ACCENT-G00026-G00026S1260,0,AESRC2020-TESTSET-05405.wav
34,AESRC2020-AMERICAN-ACCENT-G00026-G00026S2414,0,AESRC2020-TESTSET-17437.wav
35,AESRC2020-AMERICAN-ACCENT-G00026-G00026S2415,0,AESRC2020-TESTSET-12772.wav
36,AESRC2020-AMERICAN-ACCENT-G00026-G00026S3425,0,AESRC2020-TESTSET-08004.wav
37,AESRC2020-AMERICAN-ACCENT-G00027-G00027S1259,0,AESRC2020-TESTSET-14835.wav
38,AESRC2020-AMERICAN-ACCENT-G00027-G00027S1260,0,AESRC2020-TESTSET-12114.wav
39,AESRC2020-AMERICAN-ACCENT-G00027-G00027S2414,0,AESRC2020-TESTSET-14300.wav
40,AESRC2020-AMERICAN-ACCENT-G00027-G00027S2415,0,AESRC2020-TESTSET-00438.wav
41,AESRC2020-AMERICAN-ACCENT-G00030-G00030S1259,0,AESRC2020-TESTSET-15957.wav
42,AESRC2020-AMERICAN-ACCENT-G00030-G00030S1260,0,AESRC2020-TESTSET-11798.wav
43,AESRC2020-AMERICAN-ACCENT-G00030-G00030S2414,0,AESRC2020-TESTSET-17169.wav
44,AESRC2020-AMERICAN-ACCENT-G00030-G00030S2415,0,AESRC2020-TESTSET-10090.wav
45,AESRC2020-AMERICAN-ACCENT-G00032-G00032S1259,0,AESRC2020-TESTSET-07497.wav
46,AESRC2020-AMERICAN-ACCENT-G00032-G00032S1260,0,AESRC2020-TESTSET-01805.wav
47,AESRC2020-AMERICAN-ACCENT-G00032-G00032S2414,0,AESRC2020-TESTSET-04974.wav
48,AESRC2020-AMERICAN-ACCENT-G00032-G00032S2415,0,AESRC2020-TESTSET-14056.wav
49,AESRC2020-AMERICAN-ACCENT-G00032-G00032S3424,0,AESRC2020-TESTSET-16554.wav
50,AESRC2020-AMERICAN-ACCENT-G00033-G00033S1259,0,AESRC2020-TESTSET-07178.wav
51,AESRC2020-AMERICAN-ACCENT-G00033-G00033S1260,0,AESRC2020-TESTSET-00819.wav
52,AESRC2020-AMERICAN-ACCENT-G00033-G00033S2414,0,AESRC2020-TESTSET-08869.wav
53,AESRC2020-AMERICAN-ACCENT-G00033-G00033S2415,0,AESRC2020-TESTSET-16832.wav
54,AESRC2020-AMERICAN-ACCENT-G00033-G00033S3425,0,AESRC2020-TESTSET-00945.wav
55,AESRC2020-AMERICAN-ACCENT-G00034-G00034S1259,0,AESRC2020-TESTSET-16713.wav
56,AESRC2020-AMERICAN-ACCENT-G00034-G00034S1260,0,AESRC2020-TESTSET-16042.wav
57,AESRC2020-AMERICAN-ACCENT-G00034-G00034S2414,0,AESRC2020-TESTSET-14139.wav
58,AESRC2020-AMERICAN-ACCENT-G00034-G00034S2415,0,AESRC2020-TESTSET-01324.wav
59,AESRC2020-AMERICAN-ACCENT-G00034-G00034S3425,0,AESRC2020-TESTSET-09140.wav
60,AESRC2020-AMERICAN-ACCENT-G00035-G00035S1259,0,AESRC2020-TESTSET-12638.wav
61,AESRC2020-AMERICAN-ACCENT-G00035-G00035S1260,0,AESRC2020-TESTSET-01407.wav
62,AESRC2020-AMERICAN-ACCENT-G00035-G00035S2414,0,AESRC2020-TESTSET-07403.wav
63,AESRC2020-AMERICAN-ACCENT-G00035-G00035S2415,0,AESRC2020-TESTSET-00300.wav
64,AESRC2020-AMERICAN-ACCENT-G00035-G00035S3425,0,AESRC2020-TESTSET-04985.wav
65,AESRC2020-AMERICAN-ACCENT-G00036-G00036S1260,0,AESRC2020-TESTSET-09901.wav
66,AESRC2020-AMERICAN-ACCENT-G00036-G00036S2415,0,AESRC2020-TESTSET-12397.wav
67,AESRC2020-AMERICAN-ACCENT-G00036-G00036S3425,0,AESRC2020-TESTSET-03751.wav
68,AESRC2020-AMERICAN-ACCENT-G00036-G00036S4430,0,AESRC2020-TESTSET-15613.wav
69,AESRC2020-AMERICAN-ACCENT-G00036-G00036S5450,0,AESRC2020-TESTSET-07815.wav
70,AESRC2020-AMERICAN-ACCENT-G00039-G00039S1259,0,AESRC2020-TESTSET-05936.wav
71,AESRC2020-AMERICAN-ACCENT-G00039-G00039S1260,0,AESRC2020-TESTSET-14562.wav
72,AESRC2020-AMERICAN-ACCENT-G00039-G00039S2414,0,AESRC2020-TESTSET-01794.wav
73,AESRC2020-AMERICAN-ACCENT-G00039-G00039S2415,0,AESRC2020-TESTSET-03178.wav
74,AESRC2020-AMERICAN-ACCENT-G00041-G00041S1259,0,AESRC2020-TESTSET-05983.wav
75,AESRC2020-AMERICAN-ACCENT-G00041-G00041S1260,0,AESRC2020-TESTSET-00243.wav
76,AESRC2020-AMERICAN-ACCENT-G00041-G00041S2414,0,AESRC2020-TESTSET-07120.wav
77,AESRC2020-AMERICAN-ACCENT-G00041-G00041S2415,0,AESRC2020-TESTSET-06097.wav
78,AESRC2020-AMERICAN-ACCENT-G00042-G00042S1258,0,AESRC2020-TESTSET-07397.wav
79,AESRC2020-AMERICAN-ACCENT-G00042-G00042S1259,0,AESRC2020-TESTSET-15861.wav
80,AESRC2020-AMERICAN-ACCENT-G00042-G00042S2414,0,AESRC2020-TESTSET-17040.wav
81,AESRC2020-AMERICAN-ACCENT-G00042-G00042S2415,0,AESRC2020-TESTSET-13289.wav
82,AESRC2020-AMERICAN-ACCENT-G00044-G00044S1259,0,AESRC2020-TESTSET-09936.wav
83,AESRC2020-AMERICAN-ACCENT-G00044-G00044S1260,0,AESRC2020-TESTSET-16753.wav
84,AESRC2020-AMERICAN-ACCENT-G00044-G00044S2414,0,AESRC2020-TESTSET-09200.wav
85,AESRC2020-AMERICAN-ACCENT-G00044-G00044S2415,0,AESRC2020-TESTSET-00635.wav
86,AESRC2020-AMERICAN-ACCENT-G00044-G00044S3425,0,AESRC2020-TESTSET-08441.wav
87,AESRC2020-AMERICAN-ACCENT-G00046-G00046S1260,0,AESRC2020-TESTSET-08432.wav
88,AESRC2020-AMERICAN-ACCENT-G00046-G00046S2415,0,AESRC2020-TESTSET-13254.wav
89,AESRC2020-AMERICAN-ACCENT-G00046-G00046S3425,0,AESRC2020-TESTSET-12882.wav
90,AESRC2020-AMERICAN-ACCENT-G00046-G00046S4430,0,AESRC2020-TESTSET-16233.wav
91,AESRC2020-AMERICAN-ACCENT-G00046-G00046S5450,0,AESRC2020-TESTSET-04181.wav
92,AESRC2020-AMERICAN-ACCENT-G00048-G00048S1259,0,AESRC2020-TESTSET-02244.wav
93,AESRC2020-AMERICAN-ACCENT-G00048-G00048S1260,0,AESRC2020-TESTSET-05415.wav
94,AESRC2020-AMERICAN-ACCENT-G00048-G00048S2414,0,AESRC2020-TESTSET-11482.wav
95,AESRC2020-AMERICAN-ACCENT-G00048-G00048S2415,0,AESRC2020-TESTSET-04946.wav
96,AESRC2020-AMERICAN-ACCENT-G00050-G00050S1260,0,AESRC2020-TESTSET-14180.wav
97,AESRC2020-AMERICAN-ACCENT-G00050-G00050S2415,0,AESRC2020-TESTSET-07555.wav
98,AESRC2020-AMERICAN-ACCENT-G00050-G00050S3425,0,AESRC2020-TESTSET-08813.wav
99,AESRC2020-AMERICAN-ACCENT-G00050-G00050S4430,0,AESRC2020-TESTSET-03959.wav
100,AESRC2020-AMERICAN-ACCENT-G00050-G00050S5450,0,AESRC2020-TESTSET-18013.wav
101,AESRC2020-AMERICAN-ACCENT-G00051-G00051S1259,0,AESRC2020-TESTSET-01083.wav
102,AESRC2020-AMERICAN-ACCENT-G00051-G00051S1260,0,AESRC2020-TESTSET-13431.wav
103,AESRC2020-AMERICAN-ACCENT-G00051-G00051S2414,0,AESRC2020-TESTSET-01683.wav
104,AESRC2020-AMERICAN-ACCENT-G00051-G00051S2415,0,AESRC2020-TESTSET-13469.wav
105,AESRC2020-AMERICAN-ACCENT-G00051-G00051S3425,0,AESRC2020-TESTSET-00965.wav
106,AESRC2020-AMERICAN-ACCENT-G00052-G00052S1259,0,AESRC2020-TESTSET-12430.wav
107,AESRC2020-AMERICAN-ACCENT-G00052-G00052S1260,0,AESRC2020-TESTSET-11423.wav
108,AESRC2020-AMERICAN-ACCENT-G00052-G00052S2414,0,AESRC2020-TESTSET-17001.wav
109,AESRC2020-AMERICAN-ACCENT-G00052-G00052S2415,0,AESRC2020-TESTSET-02529.wav
110,AESRC2020-AMERICAN-ACCENT-G00053-G00053S1259,0,AESRC2020-TESTSET-03765.wav
111,AESRC2020-AMERICAN-ACCENT-G00053-G00053S1260,0,AESRC2020-TESTSET-02102.wav
112,AESRC2020-AMERICAN-ACCENT-G00053-G00053S2413,0,AESRC2020-TESTSET-08764.wav
113,AESRC2020-AMERICAN-ACCENT-G00053-G00053S2415,0,AESRC2020-TESTSET-10504.wav
114,AESRC2020-AMERICAN-ACCENT-G00053-G00053S3425,0,AESRC2020-TESTSET-11425.wav
115,AESRC2020-AMERICAN-ACCENT-G00056-G00056S1260,0,AESRC2020-TESTSET-14441.wav
116,AESRC2020-AMERICAN-ACCENT-G00056-G00056S2415,0,AESRC2020-TESTSET-06962.wav
117,AESRC2020-AMERICAN-ACCENT-G00056-G00056S3425,0,AESRC2020-TESTSET-00431.wav
118,AESRC2020-AMERICAN-ACCENT-G00056-G00056S4430,0,AESRC2020-TESTSET-17691.wav
119,AESRC2020-AMERICAN-ACCENT-G00056-G00056S5450,0,AESRC2020-TESTSET-12199.wav
120,AESRC2020-AMERICAN-ACCENT-G00057-G00057S1259,0,AESRC2020-TESTSET-16332.wav
121,AESRC2020-AMERICAN-ACCENT-G00057-G00057S1260,0,AESRC2020-TESTSET-05602.wav
122,AESRC2020-AMERICAN-ACCENT-G00057-G00057S2414,0,AESRC2020-TESTSET-02578.wav
123,AESRC2020-AMERICAN-ACCENT-G00057-G00057S2415,0,AESRC2020-TESTSET-09932.wav
124,AESRC2020-AMERICAN-ACCENT-G00057-G00057S3425,0,AESRC2020-TESTSET-06694.wav
125,AESRC2020-AMERICAN-ACCENT-G00058-G00058S1259,0,AESRC2020-TESTSET-13231.wav
126,AESRC2020-AMERICAN-ACCENT-G00058-G00058S1260,0,AESRC2020-TESTSET-03583.wav
127,AESRC2020-AMERICAN-ACCENT-G00058-G00058S2414,0,AESRC2020-TESTSET-11162.wav
128,AESRC2020-AMERICAN-ACCENT-G00058-G00058S2415,0,AESRC2020-TESTSET-09431.wav
129,AESRC2020-AMERICAN-ACCENT-G00058-G00058S3425,0,AESRC2020-TESTSET-07187.wav
130,AESRC2020-AMERICAN-ACCENT-G00059-G00059S1258,0,AESRC2020-TESTSET-04702.wav
131,AESRC2020-AMERICAN-ACCENT-G00059-G00059S1259,0,AESRC2020-TESTSET-10174.wav
132,AESRC2020-AMERICAN-ACCENT-G00059-G00059S2414,0,AESRC2020-TESTSET-13735.wav
133,AESRC2020-AMERICAN-ACCENT-G00059-G00059S2415,0,AESRC2020-TESTSET-16095.wav
134,AESRC2020-AMERICAN-ACCENT-G00060-G00060S1259,0,AESRC2020-TESTSET-04756.wav
135,AESRC2020-AMERICAN-ACCENT-G00060-G00060S1260,0,AESRC2020-TESTSET-14704.wav
136,AESRC2020-AMERICAN-ACCENT-G00060-G00060S2414,0,AESRC2020-TESTSET-00827.wav
137,AESRC2020-AMERICAN-ACCENT-G00060-G00060S2415,0,AESRC2020-TESTSET-05434.wav
138,AESRC2020-AMERICAN-ACCENT-G00060-G00060S3425,0,AESRC2020-TESTSET-00821.wav
139,AESRC2020-AMERICAN-ACCENT-G00062-G00062S1260,0,AESRC2020-TESTSET-10824.wav
140,AESRC2020-AMERICAN-ACCENT-G00062-G00062S2415,0,AESRC2020-TESTSET-17127.wav
141,AESRC2020-AMERICAN-ACCENT-G00062-G00062S3425,0,AESRC2020-TESTSET-10052.wav
142,AESRC2020-AMERICAN-ACCENT-G00062-G00062S4430,0,AESRC2020-TESTSET-05854.wav
143,AESRC2020-AMERICAN-ACCENT-G00062-G00062S5450,0,AESRC2020-TESTSET-08736.wav
144,AESRC2020-AMERICAN-ACCENT-G00067-G00067S1259,0,AESRC2020-TESTSET-06432.wav
145,AESRC2020-AMERICAN-ACCENT-G00067-G00067S1260,0,AESRC2020-TESTSET-12582.wav
146,AESRC2020-AMERICAN-ACCENT-G00067-G00067S2414,0,AESRC2020-TESTSET-14085.wav
147,AESRC2020-AMERICAN-ACCENT-G00067-G00067S2415,0,AESRC2020-TESTSET-01463.wav
148,AESRC2020-AMERICAN-ACCENT-G00069-G00069S1259,0,AESRC2020-TESTSET-09158.wav
149,AESRC2020-AMERICAN-ACCENT-G00069-G00069S1260,0,AESRC2020-TESTSET-00122.wav
150,AESRC2020-AMERICAN-ACCENT-G00069-G00069S2414,0,AESRC2020-TESTSET-10732.wav
151,AESRC2020-AMERICAN-ACCENT-G00069-G00069S2415,0,AESRC2020-TESTSET-16518.wav
152,AESRC2020-AMERICAN-ACCENT-G00070-G00070S1259,0,AESRC2020-TESTSET-17565.wav
153,AESRC2020-AMERICAN-ACCENT-G00070-G00070S2415,0,AESRC2020-TESTSET-15768.wav
154,AESRC2020-AMERICAN-ACCENT-G00070-G00070S3425,0,AESRC2020-TESTSET-08206.wav
155,AESRC2020-AMERICAN-ACCENT-G00070-G00070S4429,0,AESRC2020-TESTSET-17088.wav
156,AESRC2020-AMERICAN-ACCENT-G00070-G00070S5450,0,AESRC2020-TESTSET-11589.wav
157,AESRC2020-AMERICAN-ACCENT-G00073-G00073S1260,0,AESRC2020-TESTSET-04167.wav
158,AESRC2020-AMERICAN-ACCENT-G00073-G00073S2415,0,AESRC2020-TESTSET-04237.wav
159,AESRC2020-AMERICAN-ACCENT-G00073-G00073S3425,0,AESRC2020-TESTSET-04562.wav
160,AESRC2020-AMERICAN-ACCENT-G00073-G00073S4430,0,AESRC2020-TESTSET-13801.wav
161,AESRC2020-AMERICAN-ACCENT-G00073-G00073S5450,0,AESRC2020-TESTSET-07627.wav
162,AESRC2020-AMERICAN-ACCENT-G00074-G00074S1259,0,AESRC2020-TESTSET-11082.wav
163,AESRC2020-AMERICAN-ACCENT-G00074-G00074S1260,0,AESRC2020-TESTSET-18046.wav
164,AESRC2020-AMERICAN-ACCENT-G00074-G00074S2414,0,AESRC2020-TESTSET-06059.wav
165,AESRC2020-AMERICAN-ACCENT-G00074-G00074S2415,0,AESRC2020-TESTSET-15629.wav
166,AESRC2020-AMERICAN-ACCENT-G00074-G00074S3425,0,AESRC2020-TESTSET-12694.wav
167,AESRC2020-AMERICAN-ACCENT-G00075-G00075S1259,0,AESRC2020-TESTSET-10909.wav
168,AESRC2020-AMERICAN-ACCENT-G00075-G00075S1260,0,AESRC2020-TESTSET-11270.wav
169,AESRC2020-AMERICAN-ACCENT-G00075-G00075S2414,0,AESRC2020-TESTSET-06018.wav
170,AESRC2020-AMERICAN-ACCENT-G00075-G00075S2415,0,AESRC2020-TESTSET-02167.wav
171,AESRC2020-AMERICAN-ACCENT-G00075-G00075S3425,0,AESRC2020-TESTSET-08630.wav
172,AESRC2020-AMERICAN-ACCENT-G00077-G00077S1259,0,AESRC2020-TESTSET-13367.wav
173,AESRC2020-AMERICAN-ACCENT-G00077-G00077S1260,0,AESRC2020-TESTSET-16388.wav
174,AESRC2020-AMERICAN-ACCENT-G00077-G00077S2414,0,AESRC2020-TESTSET-09271.wav
175,AESRC2020-AMERICAN-ACCENT-G00077-G00077S2415,0,AESRC2020-TESTSET-00933.wav
176,AESRC2020-AMERICAN-ACCENT-G00077-G00077S3425,0,AESRC2020-TESTSET-13904.wav
177,AESRC2020-AMERICAN-ACCENT-G00080-G00080S1259,0,AESRC2020-TESTSET-07762.wav
178,AESRC2020-AMERICAN-ACCENT-G00080-G00080S1260,0,AESRC2020-TESTSET-06890.wav
179,AESRC2020-AMERICAN-ACCENT-G00080-G00080S2414,0,AESRC2020-TESTSET-01703.wav
180,AESRC2020-AMERICAN-ACCENT-G00080-G00080S2415,0,AESRC2020-TESTSET-11329.wav
181,AESRC2020-AMERICAN-ACCENT-G00080-G00080S3425,0,AESRC2020-TESTSET-03332.wav
182,AESRC2020-AMERICAN-ACCENT-G00082-G00082S1259,0,AESRC2020-TESTSET-04725.wav
183,AESRC2020-AMERICAN-ACCENT-G00082-G00082S1260,0,AESRC2020-TESTSET-11740.wav
184,AESRC2020-AMERICAN-ACCENT-G00082-G00082S2414,0,AESRC2020-TESTSET-16016.wav
185,AESRC2020-AMERICAN-ACCENT-G00082-G00082S2415,0,AESRC2020-TESTSET-02054.wav
186,AESRC2020-AMERICAN-ACCENT-G00083-G00083S1259,0,AESRC2020-TESTSET-04293.wav
187,AESRC2020-AMERICAN-ACCENT-G00083-G00083S1260,0,AESRC2020-TESTSET-07094.wav
188,AESRC2020-AMERICAN-ACCENT-G00083-G00083S2414,0,AESRC2020-TESTSET-04372.wav
189,AESRC2020-AMERICAN-ACCENT-G00083-G00083S2415,0,AESRC2020-TESTSET-17876.wav
190,AESRC2020-AMERICAN-ACCENT-G00091-G00091S1259,0,AESRC2020-TESTSET-08488.wav
191,AESRC2020-AMERICAN-ACCENT-G00091-G00091S1260,0,AESRC2020-TESTSET-14042.wav
192,AESRC2020-AMERICAN-ACCENT-G00091-G00091S2414,0,AESRC2020-TESTSET-09472.wav
193,AESRC2020-AMERICAN-ACCENT-G00091-G00091S2415,0,AESRC2020-TESTSET-01571.wav
194,AESRC2020-AMERICAN-ACCENT-G00092-G00092S1259,0,AESRC2020-TESTSET-13569.wav
195,AESRC2020-AMERICAN-ACCENT-G00092-G00092S1260,0,AESRC2020-TESTSET-17122.wav
196,AESRC2020-AMERICAN-ACCENT-G00092-G00092S2414,0,AESRC2020-TESTSET-13630.wav
197,AESRC2020-AMERICAN-ACCENT-G00092-G00092S2415,0,AESRC2020-TESTSET-13356.wav
198,AESRC2020-AMERICAN-ACCENT-G00092-G00092S3425,0,AESRC2020-TESTSET-07825.wav
199,AESRC2020-AMERICAN-ACCENT-G00093-G00093S1259,0,AESRC2020-TESTSET-14483.wav
200,AESRC2020-AMERICAN-ACCENT-G00093-G00093S2414,0,AESRC2020-TESTSET-10152.wav
201,AESRC2020-AMERICAN-ACCENT-G00093-G00093S2415,0,AESRC2020-TESTSET-11729.wav
202,AESRC2020-AMERICAN-ACCENT-G00093-G00093S3425,0,AESRC2020-TESTSET-16897.wav
203,AESRC2020-AMERICAN-ACCENT-G00094-G00094S1260,0,AESRC2020-TESTSET-15201.wav
204,AESRC2020-AMERICAN-ACCENT-G00094-G00094S2415,0,AESRC2020-TESTSET-07291.wav
205,AESRC2020-AMERICAN-ACCENT-G00094-G00094S3425,0,AESRC2020-TESTSET-02930.wav
206,AESRC2020-AMERICAN-ACCENT-G00094-G00094S4430,0,AESRC2020-TESTSET-14287.wav
207,AESRC2020-AMERICAN-ACCENT-G00094-G00094S5450,0,AESRC2020-TESTSET-03762.wav
208,AESRC2020-AMERICAN-ACCENT-G00097-G00097S1260,0,AESRC2020-TESTSET-00576.wav
209,AESRC2020-AMERICAN-ACCENT-G00097-G00097S2415,0,AESRC2020-TESTSET-07255.wav
210,AESRC2020-AMERICAN-ACCENT-G00097-G00097S3425,0,AESRC2020-TESTSET-12110.wav
211,AESRC2020-AMERICAN-ACCENT-G00097-G00097S4430,0,AESRC2020-TESTSET-01757.wav
212,AESRC2020-AMERICAN-ACCENT-G00097-G00097S5450,0,AESRC2020-TESTSET-05550.wav
213,AESRC2020-AMERICAN-ACCENT-G00099-G00099S1259,0,AESRC2020-TESTSET-05142.wav
214,AESRC2020-AMERICAN-ACCENT-G00099-G00099S1260,0,AESRC2020-TESTSET-15868.wav
215,AESRC2020-AMERICAN-ACCENT-G00099-G00099S2414,0,AESRC2020-TESTSET-03506.wav
216,AESRC2020-AMERICAN-ACCENT-G00099-G00099S2415,0,AESRC2020-TESTSET-11964.wav
217,AESRC2020-AMERICAN-ACCENT-G00099-G00099S3425,0,AESRC2020-TESTSET-16640.wav
218,AESRC2020-AMERICAN-ACCENT-G00100-G00100S1259,0,AESRC2020-TESTSET-09813.wav
219,AESRC2020-AMERICAN-ACCENT-G00100-G00100S1260,0,AESRC2020-TESTSET-09983.wav
220,AESRC2020-AMERICAN-ACCENT-G00100-G00100S2414,0,AESRC2020-TESTSET-09282.wav
221,AESRC2020-AMERICAN-ACCENT-G00100-G00100S2415,0,AESRC2020-TESTSET-08197.wav
222,AESRC2020-AMERICAN-ACCENT-G00109-G00109S1259,0,AESRC2020-TESTSET-00239.wav
223,AESRC2020-AMERICAN-ACCENT-G00109-G00109S1260,0,AESRC2020-TESTSET-16096.wav
224,AESRC2020-AMERICAN-ACCENT-G00109-G00109S2414,0,AESRC2020-TESTSET-09618.wav
225,AESRC2020-AMERICAN-ACCENT-G00109-G00109S2415,0,AESRC2020-TESTSET-07901.wav
226,AESRC2020-AMERICAN-ACCENT-G00109-G00109S3425,0,AESRC2020-TESTSET-13458.wav
227,AESRC2020-AMERICAN-ACCENT-G00110-G00110S1259,0,AESRC2020-TESTSET-13294.wav
228,AESRC2020-AMERICAN-ACCENT-G00110-G00110S1260,0,AESRC2020-TESTSET-16698.wav
229,AESRC2020-AMERICAN-ACCENT-G00110-G00110S2414,0,AESRC2020-TESTSET-17427.wav
230,AESRC2020-AMERICAN-ACCENT-G00110-G00110S2415,0,AESRC2020-TESTSET-11630.wav
231,AESRC2020-AMERICAN-ACCENT-G00110-G00110S3425,0,AESRC2020-TESTSET-12288.wav
232,AESRC2020-AMERICAN-ACCENT-G00112-G00112S1259,0,AESRC2020-TESTSET-05989.wav
233,AESRC2020-AMERICAN-ACCENT-G00112-G00112S1260,0,AESRC2020-TESTSET-07217.wav
234,AESRC2020-AMERICAN-ACCENT-G00112-G00112S2414,0,AESRC2020-TESTSET-16969.wav
235,AESRC2020-AMERICAN-ACCENT-G00112-G00112S2415,0,AESRC2020-TESTSET-14989.wav
236,AESRC2020-AMERICAN-ACCENT-G00112-G00112S3425,0,AESRC2020-TESTSET-08798.wav
237,AESRC2020-AMERICAN-ACCENT-G00116-G00116S1259,0,AESRC2020-TESTSET-15908.wav
238,AESRC2020-AMERICAN-ACCENT-G00116-G00116S1260,0,AESRC2020-TESTSET-16267.wav
239,AESRC2020-AMERICAN-ACCENT-G00116-G00116S2414,0,AESRC2020-TESTSET-08395.wav
240,AESRC2020-AMERICAN-ACCENT-G00116-G00116S2415,0,AESRC2020-TESTSET-10665.wav
241,AESRC2020-AMERICAN-ACCENT-G00116-G00116S3425,0,AESRC2020-TESTSET-11194.wav
242,AESRC2020-AMERICAN-ACCENT-G00120-G00120S1259,0,AESRC2020-TESTSET-10934.wav
243,AESRC2020-AMERICAN-ACCENT-G00120-G00120S1260,0,AESRC2020-TESTSET-06181.wav
244,AESRC2020-AMERICAN-ACCENT-G00120-G00120S2414,0,AESRC2020-TESTSET-08718.wav
245,AESRC2020-AMERICAN-ACCENT-G00120-G00120S2415,0,AESRC2020-TESTSET-04336.wav
246,AESRC2020-AMERICAN-ACCENT-G00120-G00120S3425,0,AESRC2020-TESTSET-06084.wav
247,AESRC2020-AMERICAN-ACCENT-G00124-G00124S1259,0,AESRC2020-TESTSET-15917.wav
248,AESRC2020-AMERICAN-ACCENT-G00124-G00124S1260,0,AESRC2020-TESTSET-09206.wav
249,AESRC2020-AMERICAN-ACCENT-G00124-G00124S2414,0,AESRC2020-TESTSET-00544.wav
250,AESRC2020-AMERICAN-ACCENT-G00124-G00124S2415,0,AESRC2020-TESTSET-03057.wav
251,AESRC2020-AMERICAN-ACCENT-G00125-G00125S1260,0,AESRC2020-TESTSET-09421.wav
252,AESRC2020-AMERICAN-ACCENT-G00125-G00125S2415,0,AESRC2020-TESTSET-02313.wav
253,AESRC2020-AMERICAN-ACCENT-G00125-G00125S3425,0,AESRC2020-TESTSET-11575.wav
254,AESRC2020-AMERICAN-ACCENT-G00125-G00125S4430,0,AESRC2020-TESTSET-13258.wav
255,AESRC2020-AMERICAN-ACCENT-G00125-G00125S5449,0,AESRC2020-TESTSET-09965.wav
256,AESRC2020-AMERICAN-ACCENT-G00127-G00127S1259,0,AESRC2020-TESTSET-12355.wav
257,AESRC2020-AMERICAN-ACCENT-G00127-G00127S1260,0,AESRC2020-TESTSET-03737.wav
