,utt,label,gender,age,wavfile
43,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1103,0,0,20,US/G00007/G00007S1103.wav
44,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1104,0,0,20,US/G00007/G00007S1104.wav
45,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1105,0,0,20,US/G00007/G00007S1105.wav
46,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1106,0,0,20,US/G00007/G00007S1106.wav
47,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1107,0,0,20,US/G00007/G00007S1107.wav
48,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1108,0,0,20,US/G00007/G00007S1108.wav
49,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1109,0,0,20,US/G00007/G00007S1109.wav
50,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1111,0,0,20,US/G00007/G00007S1111.wav
51,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1113,0,0,20,US/G00007/G00007S1113.wav
52,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1117,0,0,20,US/G00007/G00007S1117.wav
53,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1120,0,0,20,US/G00007/G00007S1120.wav
54,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1121,0,0,20,US/G00007/G00007S1121.wav
55,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1126,0,0,20,US/G00007/G00007S1126.wav
56,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1127,0,0,20,US/G00007/G00007S1127.wav
57,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1129,0,0,20,US/G00007/G00007S1129.wav
58,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1130,0,0,20,US/G00007/G00007S1130.wav
59,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1131,0,0,20,US/G00007/G00007S1131.wav
60,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1135,0,0,20,US/G00007/G00007S1135.wav
61,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1137,0,0,20,US/G00007/G00007S1137.wav
62,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1140,0,0,20,US/G00007/G00007S1140.wav
63,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1141,0,0,20,US/G00007/G00007S1141.wav
64,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1146,0,0,20,US/G00007/G00007S1146.wav
65,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1147,0,0,20,US/G00007/G00007S1147.wav
66,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1148,0,0,20,US/G00007/G00007S1148.wav
67,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1151,0,0,20,US/G00007/G00007S1151.wav
68,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1152,0,0,20,US/G00007/G00007S1152.wav
69,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1153,0,0,20,US/G00007/G00007S1153.wav
70,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1156,0,0,20,US/G00007/G00007S1156.wav
71,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1157,0,0,20,US/G00007/G00007S1157.wav
72,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1160,0,0,20,US/G00007/G00007S1160.wav
73,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1162,0,0,20,US/G00007/G00007S1162.wav
74,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1165,0,0,20,US/G00007/G00007S1165.wav
75,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1167,0,0,20,US/G00007/G00007S1167.wav
76,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1171,0,0,20,US/G00007/G00007S1171.wav
77,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1174,0,0,20,US/G00007/G00007S1174.wav
78,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1175,0,0,20,US/G00007/G00007S1175.wav
79,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1176,0,0,20,US/G00007/G00007S1176.wav
80,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1177,0,0,20,US/G00007/G00007S1177.wav
81,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1178,0,0,20,US/G00007/G00007S1178.wav
82,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1180,0,0,20,US/G00007/G00007S1180.wav
83,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1181,0,0,20,US/G00007/G00007S1181.wav
84,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1183,0,0,20,US/G00007/G00007S1183.wav
85,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1186,0,0,20,US/G00007/G00007S1186.wav
86,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1191,0,0,20,US/G00007/G00007S1191.wav
87,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1193,0,0,20,US/G00007/G00007S1193.wav
88,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1194,0,0,20,US/G00007/G00007S1194.wav
89,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1197,0,0,20,US/G00007/G00007S1197.wav
90,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1199,0,0,20,US/G00007/G00007S1199.wav
91,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1200,0,0,20,US/G00007/G00007S1200.wav
92,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1203,0,0,20,US/G00007/G00007S1203.wav
93,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1204,0,0,20,US/G00007/G00007S1204.wav
94,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1207,0,0,20,US/G00007/G00007S1207.wav
95,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1209,0,0,20,US/G00007/G00007S1209.wav
96,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1210,0,0,20,US/G00007/G00007S1210.wav
97,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1211,0,0,20,US/G00007/G00007S1211.wav
98,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1212,0,0,20,US/G00007/G00007S1212.wav
99,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1214,0,0,20,US/G00007/G00007S1214.wav
100,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1217,0,0,20,US/G00007/G00007S1217.wav
101,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1221,0,0,20,US/G00007/G00007S1221.wav
102,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1226,0,0,20,US/G00007/G00007S1226.wav
103,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1230,0,0,20,US/G00007/G00007S1230.wav
104,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1231,0,0,20,US/G00007/G00007S1231.wav
105,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1233,0,0,20,US/G00007/G00007S1233.wav
106,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1238,0,0,20,US/G00007/G00007S1238.wav
107,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1239,0,0,20,US/G00007/G00007S1239.wav
108,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1250,0,0,20,US/G00007/G00007S1250.wav
109,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1251,0,0,20,US/G00007/G00007S1251.wav
110,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1253,0,0,20,US/G00007/G00007S1253.wav
111,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1256,0,0,20,US/G00007/G00007S1256.wav
112,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1257,0,0,20,US/G00007/G00007S1257.wav
113,AESRC2020-AMERICAN-ACCENT-G00007-G00007S1259,0,0,20,US/G00007/G00007S1259.wav
114,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2261,0,0,20,US/G00007/G00007S2261.wav
115,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2264,0,0,20,US/G00007/G00007S2264.wav
116,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2267,0,0,20,US/G00007/G00007S2267.wav
117,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2268,0,0,20,US/G00007/G00007S2268.wav
118,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2269,0,0,20,US/G00007/G00007S2269.wav
119,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2270,0,0,20,US/G00007/G00007S2270.wav
120,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2273,0,0,20,US/G00007/G00007S2273.wav
121,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2274,0,0,20,US/G00007/G00007S2274.wav
122,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2277,0,0,20,US/G00007/G00007S2277.wav
123,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2278,0,0,20,US/G00007/G00007S2278.wav
124,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2279,0,0,20,US/G00007/G00007S2279.wav
125,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2285,0,0,20,US/G00007/G00007S2285.wav
126,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2287,0,0,20,US/G00007/G00007S2287.wav
127,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2289,0,0,20,US/G00007/G00007S2289.wav
128,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2291,0,0,20,US/G00007/G00007S2291.wav
129,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2292,0,0,20,US/G00007/G00007S2292.wav
130,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2294,0,0,20,US/G00007/G00007S2294.wav
131,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2297,0,0,20,US/G00007/G00007S2297.wav
132,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2299,0,0,20,US/G00007/G00007S2299.wav
133,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2300,0,0,20,US/G00007/G00007S2300.wav
134,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2306,0,0,20,US/G00007/G00007S2306.wav
135,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2313,0,0,20,US/G00007/G00007S2313.wav
136,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2317,0,0,20,US/G00007/G00007S2317.wav
137,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2319,0,0,20,US/G00007/G00007S2319.wav
138,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2325,0,0,20,US/G00007/G00007S2325.wav
139,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2326,0,0,20,US/G00007/G00007S2326.wav
140,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2328,0,0,20,US/G00007/G00007S2328.wav
141,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2331,0,0,20,US/G00007/G00007S2331.wav
142,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2335,0,0,20,US/G00007/G00007S2335.wav
143,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2338,0,0,20,US/G00007/G00007S2338.wav
144,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2348,0,0,20,US/G00007/G00007S2348.wav
145,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2349,0,0,20,US/G00007/G00007S2349.wav
146,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2351,0,0,20,US/G00007/G00007S2351.wav
147,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2356,0,0,20,US/G00007/G00007S2356.wav
148,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2359,0,0,20,US/G00007/G00007S2359.wav
149,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2365,0,0,20,US/G00007/G00007S2365.wav
150,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2366,0,0,20,US/G00007/G00007S2366.wav
151,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2372,0,0,20,US/G00007/G00007S2372.wav
152,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2373,0,0,20,US/G00007/G00007S2373.wav
153,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2374,0,0,20,US/G00007/G00007S2374.wav
154,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2375,0,0,20,US/G00007/G00007S2375.wav
155,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2385,0,0,20,US/G00007/G00007S2385.wav
156,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2386,0,0,20,US/G00007/G00007S2386.wav
157,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2389,0,0,20,US/G00007/G00007S2389.wav
158,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2391,0,0,20,US/G00007/G00007S2391.wav
159,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2397,0,0,20,US/G00007/G00007S2397.wav
160,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2401,0,0,20,US/G00007/G00007S2401.wav
161,AESRC2020-AMERICAN-ACCENT-G00007-G00007S2415,0,0,20,US/G00007/G00007S2415.wav
162,AESRC2020-AMERICAN-ACCENT-G00007-G00007S3416,0,0,20,US/G00007/G00007S3416.wav
163,AESRC2020-AMERICAN-ACCENT-G00007-G00007S3418,0,0,20,US/G00007/G00007S3418.wav
164,AESRC2020-AMERICAN-ACCENT-G00007-G00007S3419,0,0,20,US/G00007/G00007S3419.wav
165,AESRC2020-AMERICAN-ACCENT-G00007-G00007S3425,0,0,20,US/G00007/G00007S3425.wav
166,AESRC2020-AMERICAN-ACCENT-G00007-G00007S4428,0,0,20,US/G00007/G00007S4428.wav
167,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5431,0,0,20,US/G00007/G00007S5431.wav
168,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5432,0,0,20,US/G00007/G00007S5432.wav
169,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5435,0,0,20,US/G00007/G00007S5435.wav
170,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5437,0,0,20,US/G00007/G00007S5437.wav
171,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5438,0,0,20,US/G00007/G00007S5438.wav
172,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5441,0,0,20,US/G00007/G00007S5441.wav
173,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5442,0,0,20,US/G00007/G00007S5442.wav
174,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5448,0,0,20,US/G00007/G00007S5448.wav
175,AESRC2020-AMERICAN-ACCENT-G00007-G00007S5450,0,0,20,US/G00007/G00007S5450.wav
176,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1001,0,0,35,US/G01459/G01459S1001.wav
177,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1006,0,0,35,US/G01459/G01459S1006.wav
178,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1010,0,0,35,US/G01459/G01459S1010.wav
179,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1015,0,0,35,US/G01459/G01459S1015.wav
180,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1017,0,0,35,US/G01459/G01459S1017.wav
181,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1018,0,0,35,US/G01459/G01459S1018.wav
182,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1019,0,0,35,US/G01459/G01459S1019.wav
183,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1022,0,0,35,US/G01459/G01459S1022.wav
184,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1024,0,0,35,US/G01459/G01459S1024.wav
185,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1025,0,0,35,US/G01459/G01459S1025.wav
186,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1028,0,0,35,US/G01459/G01459S1028.wav
187,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1029,0,0,35,US/G01459/G01459S1029.wav
188,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1030,0,0,35,US/G01459/G01459S1030.wav
189,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1032,0,0,35,US/G01459/G01459S1032.wav
190,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1035,0,0,35,US/G01459/G01459S1035.wav
191,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1036,0,0,35,US/G01459/G01459S1036.wav
192,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1037,0,0,35,US/G01459/G01459S1037.wav
193,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1038,0,0,35,US/G01459/G01459S1038.wav
194,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1046,0,0,35,US/G01459/G01459S1046.wav
195,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1051,0,0,35,US/G01459/G01459S1051.wav
196,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1052,0,0,35,US/G01459/G01459S1052.wav
197,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1053,0,0,35,US/G01459/G01459S1053.wav
198,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1054,0,0,35,US/G01459/G01459S1054.wav
199,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1055,0,0,35,US/G01459/G01459S1055.wav
200,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1057,0,0,35,US/G01459/G01459S1057.wav
201,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1058,0,0,35,US/G01459/G01459S1058.wav
202,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1060,0,0,35,US/G01459/G01459S1060.wav
203,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1061,0,0,35,US/G01459/G01459S1061.wav
204,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1062,0,0,35,US/G01459/G01459S1062.wav
205,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1068,0,0,35,US/G01459/G01459S1068.wav
206,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1071,0,0,35,US/G01459/G01459S1071.wav
207,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1073,0,0,35,US/G01459/G01459S1073.wav
208,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1075,0,0,35,US/G01459/G01459S1075.wav
209,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1077,0,0,35,US/G01459/G01459S1077.wav
210,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1080,0,0,35,US/G01459/G01459S1080.wav
211,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1081,0,0,35,US/G01459/G01459S1081.wav
212,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1083,0,0,35,US/G01459/G01459S1083.wav
213,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1086,0,0,35,US/G01459/G01459S1086.wav
214,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1090,0,0,35,US/G01459/G01459S1090.wav
215,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1095,0,0,35,US/G01459/G01459S1095.wav
216,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1099,0,0,35,US/G01459/G01459S1099.wav
217,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1103,0,0,35,US/G01459/G01459S1103.wav
218,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1105,0,0,35,US/G01459/G01459S1105.wav
219,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1108,0,0,35,US/G01459/G01459S1108.wav
220,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1109,0,0,35,US/G01459/G01459S1109.wav
221,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1110,0,0,35,US/G01459/G01459S1110.wav
222,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1114,0,0,35,US/G01459/G01459S1114.wav
223,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1117,0,0,35,US/G01459/G01459S1117.wav
224,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1120,0,0,35,US/G01459/G01459S1120.wav
225,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1122,0,0,35,US/G01459/G01459S1122.wav
226,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1123,0,0,35,US/G01459/G01459S1123.wav
227,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1125,0,0,35,US/G01459/G01459S1125.wav
228,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1127,0,0,35,US/G01459/G01459S1127.wav
229,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1140,0,0,35,US/G01459/G01459S1140.wav
230,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1142,0,0,35,US/G01459/G01459S1142.wav
231,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1147,0,0,35,US/G01459/G01459S1147.wav
232,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1160,0,0,35,US/G01459/G01459S1160.wav
233,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1165,0,0,35,US/G01459/G01459S1165.wav
234,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1166,0,0,35,US/G01459/G01459S1166.wav
235,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1167,0,0,35,US/G01459/G01459S1167.wav
236,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1168,0,0,35,US/G01459/G01459S1168.wav
237,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1169,0,0,35,US/G01459/G01459S1169.wav
238,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1170,0,0,35,US/G01459/G01459S1170.wav
239,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1176,0,0,35,US/G01459/G01459S1176.wav
240,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1177,0,0,35,US/G01459/G01459S1177.wav
241,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1181,0,0,35,US/G01459/G01459S1181.wav
242,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1189,0,0,35,US/G01459/G01459S1189.wav
243,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1191,0,0,35,US/G01459/G01459S1191.wav
244,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1197,0,0,35,US/G01459/G01459S1197.wav
245,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1207,0,0,35,US/G01459/G01459S1207.wav
246,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1208,0,0,35,US/G01459/G01459S1208.wav
247,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1209,0,0,35,US/G01459/G01459S1209.wav
248,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1218,0,0,35,US/G01459/G01459S1218.wav
249,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1219,0,0,35,US/G01459/G01459S1219.wav
250,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1223,0,0,35,US/G01459/G01459S1223.wav
251,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1225,0,0,35,US/G01459/G01459S1225.wav
252,AESRC2020-AMERICAN-ACCENT-G01459-G01459S1227,0,0,35,US/G01459/G01459S1227.wav
